"date","region","district","sub","original_sub","gender","baraza.B1","baraza.other_b1","baraza.B2","baraza.B3","baraza.other_b3","baraza.B4","baraza.B5","baraza.B6","baraza.visit_times.C1","baraza.visit_times.C2","baraza.visit_times.C3","baraza.visit_times.C4","baraza.visit_times.C5","baraza.visit_times.C6","baraza.visit_times.C7","baraza.visit_times.C8","baraza.visit_times.C9","baraza.km.D1","baraza.km.D2","baraza.km.D3","baraza.km.D4a","baraza.km.D4b","baraza.production.E1a","baraza.production.E1b","baraza.health.E2a","baraza.health.E2b","baraza.gender1.E3a","baraza.gender1.E3b","baraza.works.E4a","baraza.works.E4b","baraza.finance1.E5a","baraza.finance1.E5b","baraza.E6","baraza.E7","baraza.other_e7","baraza.meeting.F1","baraza.meeting.F2","baraza.meeting.F3","baraza.meeting.F4","baraza.H1","baraza.H2","baraza.H2b","baraza.H3","baraza.H4","baraza.H5","baraza.H6","baraza.H7","baraza.H8","baraza.H9","baraza.H10","baraza.H11","baraza.H12","baraza.H13","baraza.H15","baraza.H16","baraza.H17","baraza.H18","baraza.H19","baraza.H20","baraza.H21","baraza.H22","baraza.H23","baraza.H24","baraza.H25","baraza.H26","baraza.H27","baraza.H28","baraza.H29","baraza.H30","baraza.H31","baraza.H32","baraza.H33","baraza.H34","baraza.H35","baraza.H36","baraza.H37","baraza.H38","baraza.H39","baraza.H40","baraza.H41","baraza.H42","baraza.H43","baraza.H44","baraza.H45","baraza.H46","baraza.H47","baraza.H48","baraza.H49","baraza.H50","baraza.H51","baraza.H52","baraza.H53","baraza.H54","baraza.H55","baraza.H56","baraza.H57","baraza.H58","baraza.H59","baraza.H60","baraza.H61","baraza.H62","baraza.H63","baraza.H64","baraza.H65","baraza.H66.1","baraza.H66.2","baraza.H66.3","baraza.H66.4","baraza.H66.98","baraza.H67","baraza.H68","baraza.H69","baraza.H70","baraza.H71","baraza.H72","baraza.H73","baraza.H74","baraza.H75","baraza.H76","baraza.H77","baraza.H78","baraza.H79","baraza.H80","baraza.H81","baraza.H82","baraza.H83","baraza.H84","baraza.H85","baraza.H86","baraza.H87","baraza.H88","baraza.H89","baraza.H90","baraza.H91","baraza.H92","baraza.H93","baraza.H94","baraza.H95","baraza.H96","baraza.H97","baraza.H98","baraza.H99","baraza.H100","baraza.H101","baraza.H102","baraza.H103","baraza.H104","baraza.H105","baraza.H106","baraza.H107","baraza.H108","baraza.H109","baraza.H110","baraza.H111","baraza.H112","baraza.H113","baraza.H114","baraza.H115.1","baraza.H115.2","baraza.H115.3","baraza.H115.4","baraza.H115.98","baraza.H116","baraza.maleex.K1","baraza.maleex.K2","baraza.maleex.K3","baraza.maleliv.K4","baraza.maleliv.K5","baraza.maleliv.K6","baraza.malec.K7","baraza.malec.K8","baraza.malec.K9","baraza.K10","baraza.acc_ag.K11","baraza.acc_ag.K12","baraza.acc_ag.K13","baraza.acc_ag.K14","baraza.K16","baraza.K17","baraza.K18.1","baraza.K18.2","baraza.K18.3","baraza.K18.4","baraza.K18.98","baraza.K19","baraza.input_dis.K20","baraza.input_dis.K21","baraza.input_dis.K22","baraza.input_dis.K23","baraza.K24","baraza.K24b","baraza.K25","baraza.priority","baraza.L1","baraza.L2","baraza.L3","baraza.L4","baraza.L5","baraza.L6","baraza.L7","baraza.L8","baraza.L9","baraza.L10","baraza.L11","baraza.L12","baraza.L13","baraza.L14","baraza.M1","baraza.M2","baraza.M3","baraza.M4","baraza.M5","scID"
"2020-02-01","Western","KIBAALE","BWANSWA","Original","Female",6,"n/a",32,6,"n/a",1,1,2,3,12,12,6,5,6,7,0,2,78,68,30,80,70,1,"Female",1,"Female",1,"Female",1,"Male",1,"Male","2019-12-01",3,"n/a",0,6,9,6,68,68,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","2","1","1","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",999,"n/a",2,"n/a","n/a",12,5,5,23,1,98,"n/a","n/a",30,35,14,5000,60,60,32,3,"1200","28","14","20",17,"3700","3","480",12,12,12,0,12,12,"0","2","0","0","0","0",13,1,98,"n/a","n/a",2,2,"n/a","n/a","n/a","n/a","n/a",0,0,1,1,1,0,1,0,0,0,4,50,40,50,20,1,2,"n/a","n/a","n/a","n/a","n/a",100,2,1,0,1,2,"n/a","n/a",3,10,9,10,8,4,2,6,6,10,7,8,9,2,1,"1. Transport means. At least get us motorcycles 
2. Salary imbalances: We are not motivated 
3. Little funds to run activities",1,"2019-09-01","2","n/a",138
"2020-02-01","Western","KIBAALE","BWANSWA","Original","Male",2,"n/a",43,6,"n/a",1,1,9,3,3,2,3,2,4,6,2,4,78,31,75,85,75,1,"Female",1,"Female",1,"Male",1,"Male",1,"Female","2019-12-01",2,"n/a",0,1,1,1,180,96,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"0","0","0","0","1","1","1","0","0","0","1","1","2","1","1","2","1","1","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","1","1","1","0","1","1","1","1","0","1","0","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",100,"n/a",2,"n/a","n/a",4,5,5,23,1,1,"5","1",25,35,14,5623,60,60,32,3,"1200","28","14","20",17,"3700","3","480",12,12,12,0,12,12,"0","2","0","0","0","0",14,1,2,"n/a","n/a",2,1,"True","False","False","False","False",0,3,0,0,0,3,0,0,0,0,0,85,50,60,35,1,2,"n/a","n/a","n/a","n/a","n/a",100,2,2,2,2,2,"n/a","n/a",3,6,2,8,3,2,2,2,2,10,7,2,8,9,8,"1. Transport means ",1,"2019-07-01","1","Extension workers not attending to farmers 
Teachers refusing to be transferred ",139
"2020-02-04","Northern","ZOMBO","ZEU","Original","Male",2,"n/a",57,3,"n/a",1,1,20,15,15,15,7,12,20,20,15,15,0,72,2,30,30,1,"Female",1,"Female",1,"Female",1,"Male",1,"Male","2020-02-01",2,"n/a",2,1,1,4,81,101,2,"0","0","0","17","17","4","0","0","0",1,"15","0","0","0","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","0","2","2","1","1","0","1","0","0","0","0","0","1","2","0","0","1","1","5","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"0",2,"n/a","n/a",14,999,0,999,0,1,"3","2",30,40,8,999,999,999,999,1,"1","999","999","999",1,"999","999","999",999,999,8,1,8,999,"999","999","999","0","0","0",1,1,2,"n/a","n/a",1,1,"False","True","False","False","False",0,1,0,1,1,0,1,0,1,1,3,5,40,20,20,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,1,0,0,2,"n/a","n/a",4,10,10,10,7,6,6,9,8,10,7,6,10,7,2,"- INADEQUATE FUNDING",1,"2019-09-01","2","n/a",140
"2020-02-04","Northern","ZOMBO","ZEU","Original","Female",6,"n/a",31,6,"n/a",1,2,2,2,3,5,3,3,0,20,5,1,0,999,65,30,30,1,"Female",1,"Female",1,"Female",1,"Male",1,"Male","2019-12-01",2,"n/a",1,0,1,1,81,150,2,"0","0","0","1","1","999","0","0","0",1,"999","0","0","0","1","1","2","0","0","0","1","4","4","4","1","3","2","2","2","0","0","4","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0",2,"n/a","n/a","n/a","n/a","n/a",999,"999",1,"1","1",15,88,14,999,0,2,"n/a","n/a",45,15,8,6176,999,999,999,999,"999","999","999","999",1,"1","1","1",3,5,2,8,8,999,"0","999","999","1","0","0",1,1,1,"3","2",1,2,"n/a","n/a","n/a","n/a","n/a",30,1,0,1,1,0,1,0,1,0,1,10,40,25,15,1,2,"n/a","n/a","n/a","n/a","n/a",999,2,1,0,0,1,"2","2",2,4,1,4,4,4,2,2,2,10,6,1,2,8,3,"-- COMMUNITY ATITTUDE  IS POOR TOWARDS CHANGE",1,"2018-09-01","1","FAMILY NEGLECT ABOUT MAINLY SCHOOL FEES PAYMENT ",141
"2020-02-05","Northern","ZOMBO","JANGOKORO","Original","Male",1,"n/a",33,6,"n/a",1,2,0,8,15,14,15,8,10,10,10,4,0,500,0,30,30,1,"Female",1,"Male",1,"Male",1,"Male",1,"Male","2020-02-01",2,"n/a",6,0,3,0,96,150,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"7","0","0","0","1","1","2","0","0","0","3","3","6","3","3","3","1","1","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","2","0","1","1","1","1","1","0","0","1","1","1","0","0",1,"True","True","False","False","False",999,"n/a",1,"10","5",7,144,0,0,0,1,"3","0",85,55,9,6983,90,90,104,1,"102","14","11","20",1,"999","0","n/a",9,9,9,0,0,0,"0","1","999","999","1","1",1,1,1,"2","2",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,2,1,0,1,1,0,2,0,1,30,8,5,2,2,"n/a","n/a","n/a","n/a","n/a",0,3,0,0,0,2,"n/a","n/a",4,2,6,10,3,2,3,5,6,6,9,3,3,3,6,"_ NO TRANSPORT MEANS 
- NO POWER 
- COMMUNITY HAVE A POOR MINDSET
-INADEQUATE FACILITATION",1,"2019-06-01","1","- ROADS ",142
"2020-02-06","Northern","ZOMBO","KANGO","Original","Female",1,"n/a",34,96,"Degree in Development Studies",1,2,3,6,12,12,3,5,3,15,2,1,0,999,1,60,40,1,"Male",1,"Male",1,"Male",1,"Male",1,"Male","2020-01-01",2,"n/a",2,1,2,1,46,92,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"30","0","0","0","1","1","1","0","0","0","4","4","3","3","3","3","2","2","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"n/a",2,"n/a","n/a",2,94,0,0,0,1,"11","2",40,30,7,999,37,37,15,0,"n/a","n/a","n/a","n/a",2,"13","0","n/a",7,7,2,4,7,0,"n/a","n/a","n/a","n/a","n/a","n/a",7,1,1,"4","2",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,0,0,0,0,1,0,4,1,60,10,3,1,98,"n/a","n/a","n/a","n/a","n/a",0,2,0,0,0,1,"2","2",2,8,9,8,8,1,1,8,6,9,3,9,1,1,2,"1.under staffing especiall parish chiefs
2.Knowledge gap for CDO
3.Limitted funding to this department
4.Poor community mindset",1,"2019-08-01","2","n/a",143
"2020-02-06","Northern","ZOMBO","KANGO","Original","Male",2,"n/a",53,4,"n/a",1,1,4,4,10,10,4,5,5,8,5,4,0,23,10,50,50,1,"Male",1,"Male",1,"Male",1,"Male",1,"Male","2020-01-01",2,"n/a",3,2,3,2,46,92,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"30","0","0","0","1","1","2","0","0","0","4","4","7","3","3","3","2","2","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",1,"False","False","False","True","False",0,"n/a",2,"n/a","n/a",1,90,0,0,0,1,"2","2",60,70,7,999,37,37,30,0,"n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a",5,7,7,7,7,3,"n/a","n/a","n/a","n/a","n/a","n/a",7,1,1,"2","0",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,3,1,0,1,0,1,0,1,45,64,8,12,1,2,"n/a","n/a","n/a","n/a","n/a",0,7,2,3,0,2,"n/a","n/a",4,8,9,9,1,1,1,8,1,7,8,2,2,7,2,"1.poor level of education of the community
2.Poor attitude of communities towards drvelopment
3.Rampant idleness of the youth ipwithin the community
4.Rampant alcoholism within the vommunities
5.Majority of the parents do not care about educating thier children",1,"2018-04-01","1","Isues on heakth servicess",144
"2020-02-01","Northern","ZOMBO","PAIDHA","Original","Male",2,"n/a",35,5,"n/a",1,1,5,10,15,8,3,5,1,4,3,0,0,50,0,15,15,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2020-02-01",2,"n/a",0,1,4,0,41,100,1,"1","1","8","1","1","3","0","0","0",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","4","1","1","1","1","1","1","1","0","1","1","1","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",20,"1",2,"n/a","n/a",999,999,999,999,0,1,"1","1",80,60,6,999,63,63,180,0,"n/a","n/a","n/a","n/a",1,"999","0","n/a",9,9,0,6,7,9,"n/a","n/a","n/a","n/a","n/a","n/a",9,1,1,"1","1",1,2,"n/a","n/a","n/a","n/a","n/a",0,0,1,2,1,0,2,1,0,2,4,5,60,40,0,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,1,0,0,1,"1","1",1,6,8,2,10,2,6,1,4,10,8,1,8,6,2,"- ATITTUDE OF PEOPLE NEGATIVE
_ATITTUDE TOWARDS WORK",1,"2015-10-01","1","ISSUES TO DO WITH EDUCATION
ROADNETWORK AND ENGINEERING",145
"2020-02-06","Northern","ZOMBO","PAIDHA","Original","Female",1,"n/a",33,6,"n/a",1,1,0,15,15,20,12,15,15,20,12,10,0,999,0,30,20,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2020-02-01",2,"n/a",999,999,999,999,41,82,1,"1","1","999","7","7","8","3","3","3",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","4","1","1","0","1","1","1","1","0","1","1","1","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",98,"n/a","n/a","n/a","n/a","n/a",0,"1",1,"2","0",999,999,999,999,2,2,"n/a","n/a",60,40,6,999,72,72,999,0,"n/a","n/a","n/a","n/a",1,"999","0","n/a",6,6,6,4,6,0,"n/a","n/a","n/a","n/a","n/a","n/a",6,1,1,"2","0",1,2,"n/a","n/a","n/a","n/a","n/a",0,0,1,1,1,0,1,1,0,1,1,1,80,80,80,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,1,0,0,1,"2","1",2,1,1,1,10,10,4,5,2,10,10,1,1,2,1,"- LACK OF TRANSPORT",1,"2019-06-01","1","- EDUCATION ",146
"2020-02-04","Eastern","MANAFWA","BUWABWALA","Original","Male",1,"n/a",38,96,"Post graduate in public administration",2,2,1,3,9,12,6,2,12,2,6,1,0,15,30,85,45,1,"Male",1,"Female",1,"Male",1,"Male",1,"Female","2019-12-01",2,"n/a",1,0,0,0,42,84,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"16","0","0","1","1","1","2","0","0","0","6","6","2","3","3","0","3","3","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","0","1","1","0","1","1","1","1","0","1","1","1","0","0",1,"True","True","True","True","False",75,"n/a",1,"999","999",1,12,0,15,6,1,"2","2",45,42,4,3528,41,41,24,0,"n/a","n/a","n/a","n/a",4,"500","0","n/a",14,4,3,4,4,0,"n/a","n/a","n/a","n/a","n/a","n/a",4,1,2,"n/a","n/a",1,1,"False","False","False","True","False",0,1,0,3,0,0,2,4,3,3,3,80,90,85,95,1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,0,0,1,"999","0",5,2,10,2,2,9,10,2,1,2,10,10,7,8,10,"Transport
Law payment to sub county staffs 
Luck of power at the sub county station 
Land ranges between the community and sub county 
Law funding of the sub county",1,"2016-10-01","2","n/a",147
"2020-02-07","Eastern","BULAMBULI","BUGINYANYA","Original","Male",2,"n/a",41,2,"n/a",1,1,4,4,7,10,10,15,12,3,5,1,6,7,20,90,10,1,"Female",1,"Male",1,"Female",1,"Male",1,"Male","2019-12-01",2,"n/a",0,2,3,4,56,112,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"20","0","0","0","1","1","1","0","0","0","2","2","2","1","1","4","2","2","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"n/a",1,"4","1",0,12,0,0,6,1,"3","0",5,2,2,1500,37,37,15,0,"n/a","n/a","n/a","n/a",1,"220","0","n/a",0,1,0,1,0,0,"n/a","n/a","n/a","n/a","n/a","n/a",2,1,1,"1","0",1,1,"True","True","True","True","False",0,2,3,5,2,0,1,1,1,8,6,70,90,80,5,1,2,"n/a","n/a","n/a","n/a","n/a",0,1,1,0,2,1,"4","2",4,8,9,7,8,2,6,10,7,9,8,9,6,1,2,"Mistrust  among community members, too much complains from fellow workers, communitycomplains about police not relocate to their place which theyhave given tocommunity bulding alone.",1,"2019-07-01","1","Roads",148
"2020-02-07","Eastern","BULAMBULI","BUGINYANYA","Original","Male",1,"n/a",46,96,"Post graduate burn management and governance",1,2,3,15,22,34,24,24,18,24,14,2,0,40,999,80,10,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2019-12-01",2,"n/a",4,2,4,10,56,112,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"9","0","0","0","1","1","1","0","0","0","4","4","2","3","3","0","2","2","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","2","8","1","1","1","1","1","0","1","1","1","8","0",1,"True","False","False","False","False",0,"n/a",1,"15","15",0,22,0,0,32,1,"14","0",5,0,2,1264,32,32,6,0,"n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a",0,1,1,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a",2,1,1,"2","2",1,1,"True","True","True","True","False",0,1,0,0,1,0,0,0,0,1,10,100,100,100,60,1,1,"True","True","True","True","False",0,3,1,0,0,1,"6","6",1,8,1,2,2,1,3,1,1,7,8,2,1,1,2,"Financial constraints, indequate agricultural   inputs, no motorized transport, political interfarence, lack of staff accommodation , lack local revenues , managing public expectations is challenging, lack of sanation  facilties in govenment schools, poor roads hard to reach and hard to stay in areas.",1,"2019-06-01","1","Roads",149
"2020-02-07","Eastern","BULAMBULI","BUKHALU","Original","Female",96,"Secretary Social services.",48,4,"n/a",1,2,1,0,0,0,0,1,0,0,0,1,30,45,5,75,0.5,1,"Female",2,"n/a",2,"n/a",2,"n/a",1,"Male","2018-12-01",2,"n/a",0,0,0,0,32,68,1,"0","0","3","2","2","3","1","1","3",1,"0","0","0","1","1","1","1","1","1","1","4","4","2","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0",1,"True","False","False","False","False",0,"1",1,"1","1",7,0,0,8,0,1,"10","10",75,60,3,1500,28,28,17,1,"400","12","12","6",4,"800","0","n/a",3,3,3,3,3,3,"1","1","1","1","1","1",4,1,1,"5","5",1,1,"False","True","True","False","False",0,1,0,1,1,0,1,1,0,1,1,0,5,0,0,1,1,"False","True","True","False","False",0,1,1,0,0,1,"3","3",1,6,6,4,7,5,6,3,5,9,7,6,6,5,6,"Poor Service delivery,climátic  change  which is affecting farming.",1,"2015-02-01","2","n/a",150
"2020-02-07","Eastern","BULAMBULI","BUKHALU","Original","Male",3,"n/a",31,6,"n/a",1,2,1.5,2,10,15,5,3,1,5,10,0,18,40,5,85,15,1,"Female",1,"Female",1,"Female",2,"n/a",1,"Male","2019-12-01",3,"n/a",1,0,1,2,37,37,1,"0","0","2","1","1","4","0","0","3",1,"2","0","0","2","1","1","3","1","1","3","3","3","3","2","2","2","1","1","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","3","2","0","0","5","1","0","0","1","1","1","0","0",1,"False","False","True","True","False",0,"1",1,"5","5",7,0,0,9,0,1,"15","15",70,65,3,1500,28,28,17,1,"400","14","14","6",5,"900","0","n/a",3,3,3,3,3,3,"1","1","1","1","1","1",4,1,1,"15","15",1,1,"False","True","True","False","False",0,1,1,2,1,0,1,1,0,0,1,45,0,15,0,1,1,"False","True","True","False","False",0,1,1,0,0,1,"100","0",3,6,6,6,5,4,5,5,6,10,10,5,10,5,4,"Roads are impassible,Salary increament,.",2,"n/a","n/a","n/a",151
"2020-02-07","Western","HOIMA","KIZIRANFUMBI","Split","Male",2,"n/a",48,5,"n/a",1,1,3,15,12,6,12,24,32,12,24,1,10,64,45,75,75,1,"Male",1,"Female",1,"Female",1,"Male",1,"Male","2019-01-01",2,"n/a",1,2,5,1,42,84,2,"0","0","2","5","5","3","0","0","2",1,"8","0","0","1","1","1","2","0","0","1","4","4","2","2","2","1","1","1","2","0","0","0","0","2","0","2","2","2","0","0","0","2","2","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"2",2,"n/a","n/a",999,999,999,15,4,1,"3","2",30,30,8,4000,64,64,40,0,"n/a","n/a","n/a","n/a",20,"6000","1","100",3,8,2,0,8,8,"n/a","n/a","n/a","n/a","n/a","n/a",8,1,2,"n/a","n/a",1,2,"n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,0,2,0,1,2,3,30,50,60,10,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,2,0,2,1,"2","1",2,8,2,7,3,7,7,6,3,5,3,6,5,9,8,"1. Transport
2. Delayed sub county funds
3. Govt officials always absent on duty
4. Corruption in all sectors",1,"2019-07-01","1","How govt funds are used",152
"2020-02-07","Western","HOIMA","KIZIRANFUMBI","Split","Male",1,"n/a",49,6,"n/a",2,2,2,5,12,24,48,12,12,12,12,4,5,30,10,60,50,1,"Female",1,"Female",1,"Female",1,"Male",1,"Female","2020-01-01",2,"n/a",4,4,4,4,31,31,2,"1","1","2","1","1","3","1","1","3",1,"6","0","0","1","1","1","1","0","0","1","2","2","1","1","1","1","1","1","1","0","2","1","0","2","0","2","2","2","0","0","0","2","2","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",2,"n/a","n/a","n/a","n/a","n/a",0,"2",1,"1","1",4,6,0,4,0,1,"10","0",60,40,12,5190,84,84,15,0,"n/a","n/a","n/a","n/a",3,"950","1","300",0,12,4,0,12,12,"n/a","n/a","n/a","n/a","n/a","n/a",12,1,1,"1","1",1,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,1,0,1,0,1,1,1,50,30,50,10,1,2,"n/a","n/a","n/a","n/a","n/a",0,2,2,0,2,1,"2","2",1,8,8,7,9,2,2,2,2,5,5,5,5,5,2,"1. Lack of transport
2. Capacity building
",1,"2019-06-01","1","Lack of awarenes in service delivery especially in agriculture ",153
"2020-02-06","Northern","ZOMBO","NYAPEA","Original","Male",2,"n/a",65,6,"n/a",1,1,4,5,6,12,5,7,12,12,4,4,0,48,1,5,10,1,"Female",1,"Male",1,"Female",1,"Male",1,"Male","2020-01-01",2,"n/a",3,2,4,4,54,108,1,"2","2","4","1","1","1","0","0","1",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","1","0","1","0","1","1","1","0","0","0","1","1","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",0,"1",1,"2","0",14,63,1,999,1,1,"6","2",40,35,7,5000,105,80,20,1,"700","14","12","5",2,"600","0","n/a",0,3,7,6,6,0,"1","1","0","0","0","0",8,1,98,"n/a","n/a",1,1,"False","False","True","False","False",0,1,0,1,1,0,2,0,0,0,4,1,5,4,1,2,2,"n/a","n/a","n/a","n/a","n/a",20,2,1,0,0,98,"n/a","n/a",3,9,3,10,10,3,5,4,2,4,8,6,5,3,7,"Lack of transport facitatiom    limited funding    ",1,"2019-03-01","1","999",154
"2020-02-07","Northern","ZOMBO","ATYAK","Original","Male",6,"n/a",33,6,"n/a",1,2,3.5,2,2,2,0,4,0,4,4,3,0,999,6,40,30,1,"Male",1,"Female",1,"Female",1,"Female",1,"Male","2020-01-01",2,"n/a",0,0,0,1,54,108,2,"0","0","4","6","6","2","2","2","2",0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","1","2","1","2","1","2","2","1","1","0","1","1","2","0","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"n/a","n/a","n/a","n/a","n/a",20,"2",2,"n/a","n/a",8,72,0,0,0,1,"3","3",80,65,8,3986,999,999,999,0,"n/a","n/a","n/a","n/a",2,"500","1","176",3,4,3,3,0,8,"n/a","n/a","n/a","n/a","n/a","n/a",8,1,2,"n/a","n/a",2,2,"n/a","n/a","n/a","n/a","n/a",0,1,0,1,1,0,1,0,0,0,2,0,40,25,20,2,2,"n/a","n/a","n/a","n/a","n/a",10,2,1,0,0,2,"n/a","n/a",1,3,8,10,7,3,5,7,5,8,7,1,2,9,9,"The subcounty is very big hence covering a large geographical area: limited finding ",1,"2019-08-01","1","Roads and after that,  the roads were worked on. ",155
"2020-02-04","Western","HOIMA","BUSERUKA","Original","Male",3,"n/a",43,6,"n/a",1,2,9,3,13,8,6,8,4,4,2,4,7,78,20,60,55,1,"Male",1,"Male",1,"Male",1,"Male",1,"Male","2019-12-01",2,"n/a",2,4,4,7,35,35,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,"0","0","0","0","3","2","3","0","0","0","8","8","18","6","6","0","6","6","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","0","0","3","3","0","3","3","3","3","0","3","3","3","0","2",2,"n/a","n/a","n/a","n/a","n/a",75,"n/a",1,"3","3",34,0,0,0,0,1,"12","3",50,60,10,5854,88,88,21,1,"222","14","13","4",12,"999","4","760",3,10,4,10,10,10,"1","1","1","1","1","1",11,1,1,"3","0",1,2,"n/a","n/a","n/a","n/a","n/a",65,1,0,0,1,0,0,0,0,0,1,10,10,60,15,1,2,"n/a","n/a","n/a","n/a","n/a",100,2,1,0,0,1,"3","2",5,9,9,2,8,2,2,10,2,4,4,8,1,9,2,"1. Transport facilitation 
2. Poor salary for Technical employees",1,"2017-04-01","1","People Vocational school in the sub county",156
